CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,AGE_YEARS,YEARS_EMPLOYED,CNT_FAM_MEMBERS,STATUS
M,Y,Y,0,166500.0,Working,Higher education,Single / not married,House / apartment,33.0,5.0,1.0,0
M,Y,N,3,225000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,37.0,19.0,5.0,0
M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,23.0,2.0,1.0,0
F,N,Y,0,225000.0,Working,Higher education,Widow,House / apartment,60.0,30.0,1.0,0
F,N,Y,1,184500.0,Working,Secondary / secondary special,Married,House / apartment,32.0,14.0,3.0,0
F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,51.0,0.0,2.0,1
F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,51.0,0.0,2.0,0
M,Y,N,1,283500.0,Commercial associate,Higher education,Married,Municipal apartment,39.0,17.0,3.0,0
F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56.0,0.0,1.0,0
F,Y,N,1,202500.0,Working,Higher education,Married,House / apartment,29.0,3.0,3.0,1
M,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,63.0,0.0,1.0,0
F,N,Y,0,99000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,1.0,2.0,0
F,N,N,0,36000.0,Working,Secondary / secondary special,Separated,Municipal apartment,41.0,0.0,1.0,0
F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,48.0,9.0,2.0,0
F,N,Y,0,112500.0,Working,Higher education,Single / not married,House / apartment,50.0,4.0,1.0,1
F,N,Y,3,179100.0,State servant,Secondary / secondary special,Married,House / apartment,36.0,5.0,5.0,0
M,Y,N,0,270000.0,Working,Higher education,Married,House / apartment,32.0,2.0,2.0,0
M,N,Y,1,360000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,43.0,21.0,2.0,0
M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,2.0,0
F,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,32.0,8.0,4.0,0
F,N,N,2,180000.0,State servant,Higher education,Married,House / apartment,30.0,8.0,4.0,0
F,Y,N,1,135000.0,State servant,Secondary / secondary special,Married,House / apartment,40.0,6.0,3.0,0
M,Y,Y,2,148500.0,Working,Secondary / secondary special,Married,House / apartment,32.0,2.0,4.0,0
F,N,Y,2,180000.0,Working,Higher education,Married,House / apartment,38.0,19.0,4.0,0
F,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,38.0,3.0,1.0,1
F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,33.0,1.0,2.0,0
F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,43.0,1.0,1.0,0
F,N,N,0,90000.0,Pensioner,Higher education,Widow,House / apartment,68.0,0.0,1.0,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,66.0,0.0,2.0,0
F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.0,10.0,3.0,0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,51.0,10.0,2.0,0
F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47.0,6.0,2.0,0
F,N,Y,0,202500.0,Pensioner,Lower secondary,Single / not married,House / apartment,58.0,0.0,1.0,0
F,Y,Y,1,270000.0,Working,Higher education,Married,House / apartment,29.0,10.0,3.0,0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,51.0,24.0,2.0,0
F,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61.0,0.0,2.0,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,58.0,0.0,1.0,0
F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,33.0,1.0,3.0,0
M,Y,N,0,81000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59.0,0.0,2.0,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.0,0.0,2.0,0
F,N,Y,0,225000.0,State servant,Higher education,Married,House / apartment,50.0,4.0,2.0,1
F,N,Y,0,108000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,2.0,0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,50.0,3.0,2.0,0
F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,37.0,15.0,2.0,0
M,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,2.0,1
F,N,N,1,135000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,31.0,8.0,2.0,0
M,N,N,1,189000.0,Working,Secondary / secondary special,Married,House / apartment,32.0,1.0,3.0,1
M,Y,Y,1,315000.0,Working,Higher education,Married,Co-op apartment,36.0,3.0,3.0,0
M,N,N,1,112500.0,Working,Secondary / secondary special,Married,Rented apartment,34.0,0.0,3.0,0
F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,55.0,15.0,2.0,0
M,Y,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,35.0,0.0,4.0,1
M,Y,Y,0,99000.0,Working,Secondary / secondary special,Married,Rented apartment,27.0,4.0,2.0,0
M,Y,Y,1,315000.0,Working,Higher education,Married,House / apartment,29.0,7.0,3.0,0
F,N,Y,0,67500.0,Working,Secondary / secondary special,Widow,House / apartment,56.0,14.0,1.0,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,58.0,0.0,2.0,0
F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,28.0,2.0,2.0,0
F,N,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,58.0,8.0,2.0,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,45.0,19.0,2.0,0
M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,36.0,12.0,2.0,0
F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,65.0,17.0,2.0,0
F,N,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,48.0,1.0,2.0,0
F,N,Y,1,202500.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,37.0,5.0,3.0,0
F,N,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,45.0,8.0,3.0,0
F,N,Y,1,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.0,9.0,3.0,0
F,Y,Y,0,540000.0,Working,Higher education,Separated,House / apartment,36.0,10.0,1.0,0
M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,66.0,0.0,2.0,0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,53.0,21.0,2.0,0
M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.0,2.0,2.0,0
F,N,Y,0,90000.0,Pensioner,Higher education,Single / not married,House / apartment,60.0,0.0,1.0,0
M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,52.0,10.0,2.0,0
M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,Rented apartment,42.0,18.0,3.0,0
F,N,Y,0,171000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,2.0,0
M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,66.0,1.0,2.0,1
M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,66.0,1.0,2.0,0
F,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.0,8.0,2.0,0
F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,39.0,4.0,4.0,0
F,N,N,0,135000.0,Pensioner,Higher education,Widow,House / apartment,58.0,0.0,1.0,0
F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,38.0,2.0,4.0,0
F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,55.0,11.0,2.0,0
M,Y,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,6.0,4.0,0
M,Y,N,1,135000.0,Commercial associate,Higher education,Married,House / apartment,43.0,8.0,3.0,1
M,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,37.0,15.0,3.0,0
F,N,Y,0,135000.0,State servant,Higher education,Married,House / apartment,34.0,8.0,2.0,0
F,N,Y,0,58500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,54.0,17.0,1.0,0
F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,2.0,2.0,0
F,Y,Y,0,108000.0,Working,Secondary / secondary special,Married,Municipal apartment,53.0,17.0,2.0,0
M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,34.0,9.0,1.0,0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,40.0,10.0,3.0,0
F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,46.0,7.0,3.0,0
F,Y,Y,1,126000.0,Working,Secondary / secondary special,Married,House / apartment,22.0,1.0,3.0,0
F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,45.0,9.0,2.0,0
F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,43.0,7.0,3.0,0
F,N,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,47.0,3.0,1.0,0
F,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,0.0,4.0,0
F,N,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,1.0,2.0,0
F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,61.0,0.0,2.0,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,43.0,4.0,1.0,0
M,N,Y,1,202500.0,Working,Lower secondary,Single / not married,House / apartment,45.0,8.0,2.0,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,67.0,0.0,1.0,0
F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,28.0,4.0,2.0,0
M,N,Y,1,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,52.0,13.0,2.0,0
F,Y,Y,0,157500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,63.0,0.0,2.0,1
F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,61.0,0.0,1.0,0
M,N,Y,0,67500.0,Working,Higher education,Single / not married,House / apartment,54.0,6.0,1.0,0
F,N,N,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.0,0.0,2.0,0
F,Y,Y,0,225000.0,State servant,Higher education,Separated,House / apartment,51.0,8.0,1.0,0
M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63.0,0.0,1.0,0
F,N,Y,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,49.0,12.0,2.0,0
F,N,N,1,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,38.0,10.0,3.0,0
F,N,Y,0,99000.0,Working,Secondary / secondary special,Separated,House / apartment,50.0,24.0,1.0,0
M,Y,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,49.0,8.0,1.0,0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,38.0,2.0,3.0,0
F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,38.0,3.0,2.0,0
F,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,48.0,6.0,1.0,0
F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,60.0,0.0,2.0,0
M,N,Y,0,76500.0,Working,Higher education,Married,House / apartment,54.0,6.0,2.0,0
M,Y,N,2,247500.0,Working,Secondary / secondary special,Married,With parents,33.0,1.0,4.0,0
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,44.0,16.0,1.0,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,39.0,5.0,1.0,0
M,Y,Y,0,216000.0,Commercial associate,Higher education,Married,House / apartment,52.0,5.0,2.0,0
F,Y,Y,0,292500.0,State servant,Higher education,Married,House / apartment,45.0,6.0,2.0,1
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,46.0,14.0,2.0,0
F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,49.0,4.0,1.0,0
F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,49.0,4.0,1.0,1
M,Y,N,4,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,7.0,6.0,1
M,Y,N,4,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,7.0,6.0,0
F,Y,Y,1,130500.0,Working,Secondary / secondary special,Married,House / apartment,39.0,15.0,3.0,1
F,Y,Y,1,130500.0,Working,Secondary / secondary special,Married,House / apartment,39.0,15.0,3.0,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,Municipal apartment,31.0,2.0,2.0,0
M,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,45.0,4.0,2.0,0
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,32.0,4.0,2.0,0
M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,1.0,3.0,0
F,Y,N,2,360000.0,Working,Incomplete higher,Married,House / apartment,35.0,6.0,4.0,1
F,Y,N,2,360000.0,Working,Incomplete higher,Married,House / apartment,35.0,6.0,4.0,0
F,N,N,1,157500.0,Commercial associate,Incomplete higher,Married,With parents,33.0,8.0,3.0,0
F,N,Y,0,292500.0,Working,Higher education,Separated,House / apartment,54.0,35.0,1.0,0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,38.0,1.0,1.0,1
M,Y,Y,0,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,54.0,1.0,2.0,0
M,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,33.0,1.0,2.0,1
M,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,33.0,1.0,2.0,0
F,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.0,9.0,3.0,0
M,Y,N,0,270000.0,Pensioner,Higher education,Married,House / apartment,63.0,0.0,2.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,49.0,2.0,2.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,49.0,2.0,2.0,1
F,Y,Y,0,76500.0,State servant,Secondary / secondary special,Married,House / apartment,53.0,9.0,2.0,0
F,Y,Y,0,189000.0,Commercial associate,Higher education,Single / not married,House / apartment,35.0,0.0,1.0,0
F,Y,N,1,225000.0,Working,Higher education,Single / not married,With parents,38.0,15.0,2.0,0
F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0,6.0,2.0,0
F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0,6.0,2.0,1
M,Y,Y,1,337500.0,Working,Higher education,Married,House / apartment,34.0,15.0,3.0,1
M,Y,Y,1,337500.0,Working,Higher education,Married,House / apartment,34.0,15.0,3.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,54.0,7.0,2.0,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,50.0,0.0,1.0,1
M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,Office apartment,41.0,3.0,2.0,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Widow,Municipal apartment,54.0,9.0,1.0,0
M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27.0,4.0,3.0,0
M,Y,N,0,337500.0,Working,Secondary / secondary special,Single / not married,With parents,31.0,9.0,1.0,0
F,N,N,0,202500.0,Commercial associate,Higher education,Married,Municipal apartment,38.0,13.0,2.0,0
F,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.0,4.0,2.0,0
F,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.0,4.0,2.0,1
F,Y,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,52.0,1.0,2.0,0
F,N,N,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,49.0,4.0,2.0,0
F,Y,Y,0,292500.0,Commercial associate,Higher education,Widow,House / apartment,52.0,16.0,1.0,0
M,N,N,0,225000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,23.0,1.0,1.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,54.0,3.0,1.0,0
M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,43.0,9.0,2.0,0
F,Y,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,50.0,8.0,1.0,0
F,Y,Y,0,206100.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.0,0.0,2.0,0
F,Y,Y,0,206100.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.0,0.0,2.0,1
F,N,Y,1,180000.0,State servant,Secondary / secondary special,Married,House / apartment,40.0,3.0,3.0,0
M,Y,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,45.0,8.0,2.0,0
M,N,Y,0,225000.0,Working,Lower secondary,Married,Municipal apartment,29.0,2.0,2.0,1
M,N,Y,0,225000.0,Working,Lower secondary,Married,Municipal apartment,29.0,2.0,2.0,0
F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,34.0,1.0,4.0,1
F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,34.0,1.0,4.0,0
F,N,Y,0,220500.0,Pensioner,Lower secondary,Married,House / apartment,59.0,0.0,2.0,0
M,N,Y,0,148500.0,Working,Secondary / secondary special,Married,House / apartment,24.0,3.0,2.0,0
M,N,Y,0,148500.0,Working,Secondary / secondary special,Married,House / apartment,24.0,3.0,2.0,1
M,Y,Y,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,45.0,3.0,2.0,0
F,N,N,1,225000.0,Working,Secondary / secondary special,Single / not married,Office apartment,44.0,19.0,2.0,0
F,N,Y,1,180000.0,Working,Higher education,Married,House / apartment,25.0,3.0,3.0,0
F,N,N,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,39.0,4.0,1.0,0
M,Y,Y,0,265500.0,Working,Higher education,Single / not married,House / apartment,28.0,1.0,1.0,0
F,N,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,39.0,10.0,3.0,1
F,N,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,39.0,10.0,3.0,0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,29.0,1.0,2.0,0
F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,34.0,2.0,0
F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,55.0,18.0,2.0,0
F,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,43.0,1.0,2.0,0
F,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,43.0,1.0,2.0,1
M,N,Y,0,99000.0,Commercial associate,Incomplete higher,Civil marriage,Rented apartment,29.0,2.0,2.0,0
M,Y,N,1,292500.0,Working,Secondary / secondary special,Separated,House / apartment,35.0,3.0,2.0,1
M,Y,N,1,292500.0,Working,Secondary / secondary special,Separated,House / apartment,35.0,3.0,2.0,0
F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,43.0,15.0,2.0,0
F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,43.0,15.0,2.0,1
F,N,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,60.0,0.0,2.0,0
M,N,N,0,540000.0,Commercial associate,Higher education,Married,House / apartment,55.0,2.0,2.0,1
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,59.0,5.0,2.0,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,59.0,5.0,2.0,1
F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,31.0,5.0,4.0,0
F,N,Y,2,148500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,1.0,4.0,0
M,N,N,2,283500.0,Working,Secondary / secondary special,Married,House / apartment,40.0,7.0,4.0,0
M,N,N,2,283500.0,Working,Secondary / secondary special,Married,House / apartment,40.0,7.0,4.0,1
M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,29.0,6.0,1.0,0
M,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,26.0,5.0,3.0,0
M,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,26.0,5.0,3.0,1
M,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,39.0,5.0,2.0,0
F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.0,4.0,2.0,1
F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.0,4.0,2.0,0
F,N,Y,2,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,30.0,1.0,4.0,0
F,N,N,0,112500.0,Pensioner,Higher education,Widow,House / apartment,65.0,0.0,1.0,1
F,N,N,0,112500.0,Pensioner,Higher education,Widow,House / apartment,65.0,0.0,1.0,0
F,N,Y,1,118350.0,Working,Higher education,Civil marriage,House / apartment,27.0,2.0,3.0,1
M,N,N,0,135000.0,Working,Incomplete higher,Civil marriage,House / apartment,30.0,4.0,2.0,1
M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,29.0,8.0,2.0,1
M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,29.0,8.0,2.0,0
F,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.0,25.0,2.0,0
F,N,Y,0,405000.0,Commercial associate,Higher education,Married,House / apartment,33.0,6.0,2.0,0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,48.0,11.0,2.0,0
M,Y,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,65.0,0.0,2.0,0
F,Y,Y,0,427500.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.0,0.0,2.0,0
M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.0,15.0,2.0,0
F,N,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,60.0,0.0,2.0,0
M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,26.0,8.0,2.0,0
F,Y,Y,0,360000.0,Commercial associate,Higher education,Married,House / apartment,30.0,1.0,2.0,1
F,Y,Y,1,180000.0,Commercial associate,Higher education,Separated,House / apartment,50.0,20.0,2.0,0
M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,30.0,1.0,3.0,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,Rented apartment,37.0,1.0,1.0,1
F,N,Y,0,247500.0,State servant,Higher education,Widow,House / apartment,55.0,17.0,1.0,1
F,N,Y,0,247500.0,State servant,Higher education,Widow,House / apartment,55.0,17.0,1.0,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,36.0,4.0,2.0,0
F,N,Y,0,139500.0,Working,Higher education,Married,With parents,26.0,1.0,2.0,0
F,N,Y,0,139500.0,Working,Higher education,Married,With parents,26.0,1.0,2.0,1
M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,41.0,3.0,2.0,0
M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.0,11.0,2.0,0
M,N,Y,1,63000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.0,2.0,2.0,1
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,23.0,1.0,2.0,0
M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,24.0,3.0,1.0,0
F,Y,N,1,337500.0,Working,Higher education,Married,House / apartment,29.0,7.0,3.0,0
F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,42.0,5.0,2.0,0
M,N,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,62.0,4.0,4.0,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.0,0.0,2.0,0
F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,33.0,5.0,2.0,1
F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,33.0,5.0,2.0,0
F,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,22.0,4.0,2.0,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,43.0,8.0,2.0,0
F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,62.0,10.0,2.0,0
F,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.0,3.0,4.0,0
M,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,54.0,15.0,2.0,0
F,N,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,43.0,3.0,4.0,0
F,N,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,43.0,3.0,4.0,1
F,N,Y,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.0,0.0,2.0,0
F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,33.0,2.0,3.0,0
F,N,Y,0,450000.0,Working,Higher education,Civil marriage,House / apartment,48.0,9.0,2.0,0
M,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,48.0,6.0,2.0,0
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,51.0,1.0,2.0,0
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,51.0,1.0,2.0,1
M,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,53.0,5.0,2.0,0
M,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,41.0,6.0,2.0,0
M,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,41.0,6.0,2.0,1
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,18.0,2.0,0
M,Y,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.0,2.0,3.0,1
M,Y,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.0,2.0,3.0,0
F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,36.0,4.0,3.0,0
M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,38.0,8.0,3.0,1
M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,38.0,8.0,3.0,0
M,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,34.0,8.0,2.0,0
M,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,46.0,9.0,3.0,0
F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,41.0,5.0,5.0,0
F,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,51.0,7.0,2.0,0
